State,Attraction,Address,City,Zip Code,"Location (Lat, Long)",Rating,Image URL,Category,Opening Hours
UT,Salem Pond,"259 West Salem Lake Drive, Salem",Salem,84653,"40.0512796, -111.6763373",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DM2e98ERWjEL5ADZx6MMmdQE_95iMnPHblL4aGBxfscBQRRQb9_Tuz9tNMbkoyLnP3KtN1hjvhDRyRh7_FweKKnqNCZ2b5tAD22DRK5a2rh8vdUXzT2qppauI2OuT2WGZehnvS4kLdC5qU4qTDFPF-pkN2tly4sHQg1NDBUUez0KH34&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment","Monday: 5:00AM - 11:00PM
Tuesday: 5:00AM - 11:00PM
Wednesday: 5:00AM - 11:00PM
Thursday: 5:00AM - 11:00PM
Friday: 5:00AM - 11:00PM
Saturday: 5:00AM - 11:00PM
Sunday: 5:00AM - 11:00PM"
UT,Community Park,"711 N 950 West, Springville",Springville,84663,"40.176792, -111.6290559",4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNvNJgleRmY8m_e33biRipkE3mztQSyna16ydxXqpu5WwYqbPQCNCqJhPRLqGT0EDI2rT0N1z4kN-CDBYfC-j8k0-2AAyIXpk30yXv-f6G05AKzcC6mlXspY5v2Bwo1w1JK55ld2uTtll9_UCcolcmCcUR71Rl_-tYyKKtfPSqRfMfq&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
UT,Sierra Park,"1986 80 North, Spanish Fork",Spanish Fork,84660,"40.1110341, -111.6226559",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPpAK8u4wu5uz41ygtzeS8S7RxMGw3v-WMsnLMCyKVCoFsHvBqt0H6sQDWinXLrjUNOs8CGmmlq99TKAk9ITMfA2bz2Gyy6Qc0M4AaF_FuqQJOdihZAliiWdlbuq36ZGnTxLZ-g2GCyaZlqOczsYn7XmpMY9I2ncaohKhvAbh3Bo9x7&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 6:00AM - 10:00PM
Tuesday: 6:00AM - 10:00PM
Wednesday: 6:00AM - 10:00PM
Thursday: 6:00AM - 10:00PM
Friday: 6:00AM - 10:00PM
Saturday: 6:00AM - 10:00PM
Sunday: 6:00AM - 10:00PM"
UT,Orem Heritage Museum,"777 State Street, Orem",Orem,84058,"40.28318340000001, -111.6883438",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DM4mbVpSwk_cYVv0dR9rhls5Zhy8lBKNnkS8xptF4hUYM-JeDM_y36l5FmE-crpSjegIbyzMTxEjiD8K60aNaw9qn98FH1PDF75D7L4LMSmHc23Q3OEr3xzu8wUM7F6qHE4nauLHKiJUVMnf6gRpb0Zj9Y6t_e9ak-v_q9IgIVt2sQT&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"museum, tourist_attraction, point_of_interest, establishment","Monday: 3:00AM - 7:00PM
Tuesday: 3:00AM - 7:00PM
Wednesday: 3:00AM - 7:00PM
Thursday: 3:00AM - 7:00PM
Friday: 3:00AM - 7:00PM
Saturday: Closed
Sunday: Closed"
UT,Museum of Mormon Mexican History,"1501 North Canyon Road, Provo",Provo,84604,"40.2538734, -111.6564138",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNlNZmbNMcx02DP6hvgKycB7dGuILJ9JLRdWkI9x5XsBk6YHY0XFJfZtPDtJAZqP1R3_Yu3yWUbbLbHplHBACt60hgRpbnfDocSwc2ntL9iaZTCcMYkuAGbnVLAnw_2WuqXfA3iiM5KLybIeoJIzq855hW-v8anacnKZ0FmETgIWqff&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, museum, point_of_interest, establishment","Monday: Closed
Tuesday: 2:00AM - 6:00PM
Wednesday: 2:00AM - 6:00PM
Thursday: 2:00AM - 6:00PM
Friday: 2:00AM - 6:00PM
Saturday: 10:00AM - 6:00PM
Sunday: Closed"
UT,Brigham Young University Museum of Art (MOA),"Campus Drive, Provo",Provo,84602,"40.2507587, -111.6479756",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNwKhs6Qppq59CWpU9fJhiKK-FPvZJpumGviggBvyoryp08wCNTv7_L87qVSetVUnKnDz-HNhmAbQQOlu_hBGc9WtdTaHMwrWO6X1G-PEX5aR-2Qqw2H8oa6YZBJteNpnkCsof3A4LO_3VXdxceJYpsFAw-b4peb5TR_FWTlq3z2biK&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, museum, point_of_interest, establishment","Monday: 10:00AM - 9:00PM
Tuesday: 10:00AM - 6:00PM
Wednesday: 10:00AM - 6:00PM
Thursday: 10:00AM - 9:00PM
Friday: 10:00AM - 9:00PM
Saturday: 10:00AM - 6:00PM
Sunday: Closed"
UT,BYU's Museum of Peoples and Cultures,"2201 North Canyon Road, Provo",Provo,84604,"40.2629932, -111.6578209",4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNtJwDYAY1soX1O7gShSqaGk9-6BRDniUO9rjEgFdkEZAtfE4EZ6IPTYrM3paMiIcnyqmIn3JHx6LSszVPWRiXDsbVUOxmlOlDhGBDvkfWzJ9CSRi_sIOEwpIIU_5U3ui7XwnGNKY06Btraz8m_H322D_LcZ9VVofCXolkX-P_p560&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"museum, tourist_attraction, point_of_interest, establishment","Monday: 9:00AM - 5:00PM
Tuesday: 9:00AM - 5:00PM
Wednesday: 9:00AM - 5:00PM
Thursday: 9:00AM - 5:00PM
Friday: 9:00AM - 5:00PM
Saturday: Closed
Sunday: Closed"
UT,The All-Together Playground,"200-298 East 100 North, Orem",Orem,84057,"40.29858100000001, -111.6889359",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPuFGEgRVF8-gFiK8cVS4sIKdSy0hTB9CCKcfjMLnhe30vFpUg54Mt1R78Xp_7CSQHQcoQ_lDyGs1XdK_EzBkR2Qr_T2xLBVmbjTkvDmKzVGZP90FCAeEN4eeevxit4_X3cFZyYtM3JtnyXDmVOvV-O8jzrMZwI2GWiBENx1wRifgzr&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment","Monday: 6:00AM - 10:00PM
Tuesday: 6:00AM - 10:00PM
Wednesday: 6:00AM - 10:00PM
Thursday: 6:00AM - 10:00PM
Friday: 6:00AM - 10:00PM
Saturday: 6:00AM - 10:00PM
Sunday: 6:00AM - 10:00PM"
UT,Timp Kiwanis Bounous Park,"3250 Timpview Drive, Provo",Provo,84604,"40.277196, -111.6475526",4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DP9MINSP6Z8_84ePCOGNULNZiR_96D1MZfhaRL52GWBqbobJUwRJDH2fduGiWPWW4b2EILuFpznwoXb5-Y78Yn7pvMZk7kMKxvG8iY1UoRUj6CzO15cLmOCJ8XJRSpT3-ZKAhzkXI2_S9cFD5gsMrFK09AvFt5PudwBQc525y-t92bv&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 7:00AM - 11:00PM
Tuesday: 7:00AM - 11:00PM
Wednesday: 7:00AM - 11:00PM
Thursday: 7:00AM - 11:00PM
Friday: 7:00AM - 11:00PM
Saturday: 7:00AM - 11:00PM
Sunday: 7:00AM - 11:00PM"
UT,Friends of Camp Floyd,"Utah 73, Fairfield",Fairfield,84013,"40.2607387, -112.0931059",N/A,N/A,"museum, tourist_attraction, point_of_interest, establishment",N/A
UT,Inlet Park,"6800 North Saratoga Road, Saratoga Springs",Saratoga Springs,84045,"40.3583477, -111.899631",4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DM1dfViGWLOTJp_SdqD5ez0pTz8gSLrm2ObzxxrW8LTR2WrWF_YhUqMZB0rLoPvIQVX0Iev5Ry2Rg1gE2UYRAzQiA2sZZi76NF3f0hDEHTIRSj92wm5ibUJK2lyfz3Ap_cwgKHFplvfjwLA2B1OE9h1bQTgAZcRsfsBU2X8gTye3wqL&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 7:00AM - 10:00PM
Tuesday: 7:00AM - 10:00PM
Wednesday: 7:00AM - 10:00PM
Thursday: 7:00AM - 10:00PM
Friday: 7:00AM - 10:00PM
Saturday: 7:00AM - 10:00PM
Sunday: 7:00AM - 10:00PM"
VT,Slaughterhouse Covered Bridge,"Slaughter house Road, Northfield",Northfield,5663,"44.1685619, -72.6546209",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPAqNvvh0VGIyvHqYDYiVGLPLkpTBuUvQMdmwwTnaMeWJ_3vF6n2cTLXahaLJpkQBENNIZXVKv-kybhU5-SvxXN3DyQ-Xb2LxgoKwIefCyLSz6kbJpECnltyrM8aEgmeQTqm7ILMprUNhtkp306_2tKnawzMeOJyX8ahfHDlFe3GhkB&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
VT,Hammond Covered Bridge,"Kendall Hill Road, Pittsford",Pittsford,5763,"43.7206381, -73.0535732",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DM5riFwIO5A70PV8A-2TNFjxhWoyyK6WBhT61HX_iyZ_iGed5l-zO3uCDice6TAIPHciBZmyvkO7yvHsUIhqhBKh1bPtqGmQfHUX-26Pp9XABPwK_E9V8vGOZQtkkIF3Gl6uc_E2Cn9mqgCBOoM4-odRszJCQFtw8pnlAC3ir4xp-Bn&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
VT,Bolton Valley Resort,"4302 Bolton Access Rd, Richmond",Richmond,5477,"44.4223862, -72.8512726",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPvQkjmGDDMr54CT9Ngg3CD3xGJIuF1ToK6OwoGKdE1PRjWynh3YRJxmJFruMgNexfkQAnCSfmrTDrSWlxhKqYWmCkVutz9PRMGNb4ZyGv2IoZ8gJjf38xatvwSWcub1rTfzD9hDyl2-KdILoGcQeBYCq9o1fvJc9_U3tzulgabHa44&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment","Monday: 7:30AM - 9:00PM
Tuesday: 7:30AM - 9:00PM
Wednesday: 7:30AM - 9:00PM
Thursday: 7:30AM - 9:00PM
Friday: 7:30AM - 9:00PM
Saturday: 7:30AM - 9:00PM
Sunday: 7:30AM - 9:00PM"
VT,Northfield Falls Covered Bridge,"Cox Brook Road, Northfield",Northfield,5663,"44.17241049999999, -72.6512577",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPmOmWQZLUw21NHWoreBUFbN_7R9dqLmmibi0X4rEgNVhuIUnCyTSVd1ACY-vYVFlFqvesi4IG6FPwPdIufigeU97BsjJP4Y37SvmgGxSkGIRSmU-A6wxfX5pGIJConyG92SQZrq7-OurSEbahIoIDzcbmJysxTPL_uSQfMml5dB5y_&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
VT,Pine Brook Covered Bridge,"1283 North Road, Waitsfield",Waitsfield,5673,"44.2057306, -72.79206769999999",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DO-gay7PTztFYm-1G-t5q_QVrp8VoV-173Bkzhr7dPXxIQ6tpqjXoQ4pE1cE7GZaio62GpTwRAQBqvbvYHiqSfwSAPfJ-25n_uwLM68v7Mx00AqECSPkfxYZIFusfAFIwyFz7OzGAzQpUJZv7PYIoNUk1kVlmfvcZwGX-O5R20YNcRC&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment",N/A
VT,Ben & Jerry’s,"1281 Waterbury-Stowe Road Route 100, Waterbury",Waterbury,5676,"44.35285289999999, -72.740253",4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOVhuSr6EUfIwkF7jWY9yECJnavZNEXx8G37S82SpxvVQ1XEx0yazBMe-QGqN-6P3dnkW9I1_El1-XQHTHaCS0zwSmwpPEN5acOliaQzGpKeISmdRkfbTfFXiL2MpnqS1p_mD5LoTZdKScRqOXFNrQs0be873y86YlvckHpqh85GQWQ&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, meal_takeaway, bakery, store, restaurant, food, point_of_interest, establishment","Monday: 10:00AM - 6:00PM
Tuesday: 10:00AM - 6:00PM
Wednesday: 10:00AM - 6:00PM
Thursday: 10:00AM - 6:00PM
Friday: 10:00AM - 6:00PM
Saturday: 10:00AM - 6:00PM
Sunday: 10:00AM - 6:00PM"
VT,Green Mountain National Forest,"4387 U.S. 4, Mendon",Mendon,5701,"43.653074, -72.8974353",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DO4L92jzjFl6lNtDLiHobf5vTEQOXIDfweTb4Bzx5DA2WTQA_BGtsUa8JfRnxxw8SZdxUCKhGf9AltcXaXYBHkkF2JSI4FRhTBtbIagig4y4OlCaWIGdYYVmeaCqDrA4Hx9nKpAGzOScm6LpxYxy--EapMbEUPpAJS2PDIHNEuA3l-a&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment",N/A
VT,Vermont State House,"115 State Street, Montpelier",Montpelier,5633,"44.26246, -72.5803691",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DM9LB0gSSjL8qESbA49XubV2BpZ9dkFREPz3FaLZwh9BKNjEpeYWmPYNFBOZGOxIzZi8zV4xUnJYfYev7oB4zuUU3Z3vxG_1vnmV3s3Fbcs9If-zmA3fTZVhnJdMkBcNZ_Qr0OE98zyWz84R6lPcep358C1dvXNyRaSpKHrX7JIpAGQ&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, local_government_office, point_of_interest, establishment","Monday: 8:00AM - 4:00PM
Tuesday: 8:00AM - 4:00PM
Wednesday: 8:00AM - 4:00PM
Thursday: 8:00AM - 4:00PM
Friday: 8:00AM - 4:00PM
Saturday: Closed
Sunday: Closed"
VT,Cold Hollow Cider Mill,"3600 Waterbury-Stowe Road, Waterbury Center",Waterbury Center,5677,"44.3813185, -72.7199754",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DN7uQtWPj-1UNvrlKoJ6jdZItY2JEbynZujiJj3kRkjll495CBG6eNg91tt825NUwuUYI53x31mxyB7ON94tSw0Mch3HOtqA_8ch5mS6uL2MQt0_CnzR0SwPLu_XVaTQVnZhK1AxaIYxBugqVtGV43sXL6rn1hUMPOVmKMPX7o5EmsM&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, cafe, bakery, store, food, point_of_interest, establishment","Monday: 8:00AM - 6:00PM
Tuesday: 8:00AM - 6:00PM
Wednesday: 8:00AM - 6:00PM
Thursday: 8:00AM - 6:00PM
Friday: 8:00AM - 6:00PM
Saturday: 8:00AM - 6:00PM
Sunday: 8:00AM - 6:00PM"
VT,Silver Lake State Park,"20 State Park Beach Road, Barnard",Barnard,5031,"43.7313203, -72.6162368",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DN5JPXyKzp9BgQs6HWygQNy_60L_SDiAGxLmMvdlOnyozbLBefYvghOZ9Fgm00D3qkTvvm_zTR096smtAjl44EQQwHaJd6rgjBnR7Vr_7UlWbdvoYKunXWh-BANyXcANmsYFCPo4fZrsbIk3sBX8bVVgALjoT4vwvOoyM_3zrDlcwWk&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment","Monday: 10:00AM - 7:00PM
Tuesday: 10:00AM - 7:00PM
Wednesday: 10:00AM - 7:00PM
Thursday: 10:00AM - 7:00PM
Friday: 10:00AM - 7:00PM
Saturday: 10:00AM - 7:00PM
Sunday: 10:00AM - 7:00PM"
VT,Middlebury Snowbowl,"6886 Vermont Route 125, Hancock",Hancock,5748,"43.9391922, -72.95758719999999",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DN6VSuJIfj6VZ4K3UydaqD3QoeZrZWgNTXNcESerKVpAGvwoztTREZlzo-QAQvRYrvGXIpG80knVniUDgqcYNk5wTm9OLbSVd8GUnJQnd8w7ylfgNzMKASjSMXw5JLaVPKFWPOE_yyo1Ifn8EB3vNkmtcf3Q4u2B4NpeA8LG6Y_BX5N&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, school, point_of_interest, establishment",N/A
VT,Vermont Historical Society,"60 Washington Street, Barre",Barre,5641,"44.19601160000001, -72.4984358",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DM9VG8vYl1wOhauVNF74t8pxpa-njkzuMlklNTibf4TS3Jn0x-TCUbAL_uR8WTEpUxTiJqoviBDxrQDs-5BL42mO-nSUFExrlgdrSgJyFhBt4dvfyeLUhuSOeQnOFOGR23oDT1Vv_o9Ylvc8K640KeDhW2Fd_D5V21cJ-h9zNNsg0zx&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, museum, point_of_interest, establishment","Monday: Closed
Tuesday: 9:00AM - 4:00PM
Wednesday: 9:00AM - 4:00PM
Thursday: 9:00AM - 4:00PM
Friday: 9:00AM - 4:00PM
Saturday: Closed
Sunday: Closed"
VT,Camel's Hump State Park,"3429 Camels Hump Road, Duxbury",Duxbury,5676,"44.3118672, -72.8759733",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPvchrAgrme4n5pCHdA9P9P1cUdf5zbpGLPHZxFJEhA5u_RX6yDfck_A7dbwT2UCo-oxjSGO65SBmQOjvTdQXzabyd5gPSizm88EobHBh4rSi_jTgs9NfuqWquV2SAzQfYF1-Y8Jx90iGHQ_aylxlmg1_WirB9mzkin3pfVOJQz1Hq4&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment",N/A
VT,Billings Farm & Museum,"69 Old River Road, Woodstock",Woodstock,5091,"43.63160070000001, -72.5157636",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNmLHrFQLo0gHcmDltYqu6eiYZ9d2sYX9guWdxbIb2cvkNYEhvnV6LUuubvv5QLcxkUOhLJGrUsvlZ6A-Jcr6YMYvTpCpN9AQd9kyNT83t7QE3rMf_RKuLQG9iWxI5Jkvz6Up8UhCkdMf3Y5yNuf897tV6JYN2zLvv04GEIWn5OUdRH&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, museum, point_of_interest, establishment","Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: 10:00AM - 4:00PM
Sunday: 10:00AM - 4:00PM"
VT,General Wait House,"4061 Main Street, Waitsfield",Waitsfield,5673,"44.193889, -72.820359",5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNtPxR2Zk3QkXg9Q7ciBfDIOOeIa5FUOcDnoXzZLXdeanR8zksLHoaLC6zXXgPBQzobTNcVrIPqLXbOHtj17Ya3d6xhwgwnqrrNHFfqe9J1cxioeqa8xpbt2Tnu_UmOA_ZxxFTL9c2SDH-3ehoX2RNVD56Ugv_4IvBchw5Mb55Rjdri&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"museum, tourist_attraction, point_of_interest, establishment",N/A
VT,Hope Cemetery,"201 Maple Avenue, Barre",Barre,5641,"44.2107188, -72.4994208",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPXr_wOCCjRo2EgWG0pSis4GdDWjZgsawul8358Eghhis-1rlOfz-N6JedWu1JnW4lv91ppqh0nG0AyqNuiiAGRYTxRsef-jvfCARnBW8-wX2ksxO_C1_5DxYkITDi3uRv3cN7HA2nc1hB5XdTl58QWcUc3ASP4IwrMAopzQVD5HuEo&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"cemetery, tourist_attraction, point_of_interest, establishment","Monday: 7:00AM - 5:00PM
Tuesday: 7:00AM - 5:00PM
Wednesday: 7:00AM - 5:00PM
Thursday: 7:00AM - 5:00PM
Friday: 7:00AM - 5:00PM
Saturday: 7:00AM - 5:00PM
Sunday: 7:00AM - 5:00PM"
VT,Gifford Woods State Park,"34 Gifford Woods Access, Killington",Killington,5751,"43.676155, -72.81137100000001",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNj96V4c-mjLghxEms1DzIm_cGHFpK2iUNLOb2lnFlLrCe0W-GGclSuYscTHV2ZTLGN3zQL0gHbsIEz9mgmzIM7OwUeoPpmhxHIlNILBh9Jw0l8-XHeC3SR32evRAuUo8hzpwS7-mu55RVTpcSdDS8mK6mLSygC47KsN_kkjUeAuvda&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, campground, park, lodging, point_of_interest, establishment","Monday: 10:00AM - 8:00PM
Tuesday: 10:00AM - 8:00PM
Wednesday: 10:00AM - 8:00PM
Thursday: 10:00AM - 8:00PM
Friday: 10:00AM - 8:00PM
Saturday: 10:00AM - 8:00PM
Sunday: 10:00AM - 8:00PM"
VT,Mt. Philo State Park,"5425 Mount Philo Road, Charlotte",Charlotte,5445,"44.27805920000001, -73.2147449",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DP521R1Lz_F55o_Y3Uv6A9AJj5mAB_SEu2GDteRte9szLbtW3pPhvoLndKUHaCJ8JiMzNUcRAzD1dUy37KUEcAZt9ywLJv_QegByFumq4P10zt88t4AAtCcRAd9ucVbPBHpH_WLXlKxOYHtInhN4XeH0Pjcue3pJHC-1C5WiwGjKmUl&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment","Monday: 8:00AM - 5:00PM
Tuesday: 8:00AM - 5:00PM
Wednesday: 8:00AM - 5:00PM
Thursday: 8:00AM - 5:00PM
Friday: 8:00AM - 5:00PM
Saturday: 8:00AM - 5:00PM
Sunday: 8:00AM - 5:00PM"
VT,Kettle Pond State Park,"4239 Vermont 232, Groton",Groton,5046,"44.2939808, -72.30548379999999",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPjvNlBTEvJJxeyPUY-fZcA7yKbKjjTNGgXgBAZ4eO82_Lg816Lwhyeq4V6QH_7NLV2LoxH866JGqpn2_ucXDPyZDDygZnWRsHtQJxamCnPc_dVc0qWZCFhRFoQ5HvMW-ICNGJXULbRnaBXReWCpLzNF693oRGj1vwbRC-NBfaTOjz6&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment","Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: 6:00AM - 9:00PM
Sunday: Closed"
VT,Ramshead Lodge,"3880 Killington Road, Killington",Killington,5751,"43.6261111, -72.7986111",4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMqTzvvaRE9nSbhYakf9B45wl81lW8XBP9ggkodyrQGHdOrIp9PDxp8ojWAVHtNNSaZusReG5aEzqN6QPnw_LlLTMqA_zZYWfApGC1MIxjxvVfI48kOGxAIEyaTfno0ax5RHn9oeEUNVBSOlicvb0WxKkilXbqt2CqFFo5cJjpFWs77&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment",N/A
VT,Lincoln Peak Vineyard,"142 River Road, New Haven",New Haven,5472,"44.0556215, -73.1644596",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMH9zs9cxDmzqR6uS_jBI6RUPvuiaD3f5-3Lo-G7LjdRKc6o4jLcfU5p9Uf7N5XQyp6iGUhX8zSQnMZ23utwOD8Qob0u2q8J-l2W7OM-ErDZYxhRXjoMezHLEHC90SprkghX8i4P0G3WxFYwSK663F28cyRYNsT_13YZKNdISx6f0t3&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"liquor_store, tourist_attraction, store, point_of_interest, food, establishment","Monday: Closed
Tuesday: Closed
Wednesday: 12:00AM - 6:00PM
Thursday: 12:00AM - 6:00PM
Friday: 12:00AM - 6:00PM
Saturday: 12:00AM - 6:00PM
Sunday: 12:00AM - 6:00PM"
VT,Sullivan Museum and History Center,"23 University Drive, Northfield",Northfield,5663,"44.1371697, -72.6607066",4.5,N/A,"tourist_attraction, museum, point_of_interest, establishment","Monday: 8:00AM - 4:00PM
Tuesday: 8:00AM - 4:00PM
Wednesday: 8:00AM - 4:00PM
Thursday: 8:00AM - 4:00PM
Friday: 8:00AM - 4:00PM
Saturday: 11:00AM - 4:00PM
Sunday: Closed"
VT,Madsonian Museum of Industrial Design,"45 Bridge Street, Waitsfield",Waitsfield,5673,"44.189862, -72.823538",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DM8fAjivaifEBQ36lxexzVAT7de3S7qnpiTS_s5dTQ3sKpiqrOXR_MbJKWa8i_0lW4YdDHJEaR9D6HaILWJlpXYNvqdbx-4De7SUa7vPM4MLMIRtY1kX-Nn3YXPurBSMe6N7TVo-bnEfSjjiiLy_pxgp0bf2Zxl7pnG0ESGqrzXMmnn&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"museum, tourist_attraction, point_of_interest, establishment","Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: 12:00AM - 4:00PM
Friday: 12:00AM - 4:00PM
Saturday: 12:00AM - 4:00PM
Sunday: 12:00AM - 4:00PM"
